activated,significance,energy_consumed,processing_time,threshold_used,ground_truth,dataset_name,config_name
False,0.3181551160347233,0.5,8.979998528957367e-05,0.92,0,heart_disease,baseline_linear
True,0.8571846144108644,12.028738457643458,0.0014285923072054323,0.92,1,heart_disease,baseline_linear
False,0.43112135588060435,0.5,8.87999776750803e-05,0.92,0,heart_disease,baseline_linear
True,0.6239958241568776,11.09598329662751,0.001311997912078439,0.92,1,heart_disease,baseline_linear
True,0.5553280658267713,10.821312263307085,0.0012776640329133857,0.92,1,heart_disease,baseline_linear
False,0.5552847508657219,0.5,8.830003207549453e-05,0.92,0,heart_disease,baseline_linear
True,0.7437686352787652,11.575074541115061,0.0013718843176393828,0.92,1,heart_disease,baseline_linear
False,0.5978048503302043,0.5,8.66000191308558e-05,0.92,1,heart_disease,baseline_linear
False,0.710330875138677,0.5,8.610001532360911e-05,0.92,1,heart_disease,baseline_linear
True,0.3275917378090906,9.910366951236362,0.0011637958689045453,0.92,0,heart_disease,baseline_linear
True,0.40266154069050636,10.210646162762027,0.001201330770345253,0.92,0,heart_disease,baseline_linear
True,0.6323534145453825,11.12941365818153,0.0013161767072726914,0.92,1,heart_disease,baseline_linear
False,0.43568835071160045,0.5,8.840003283694386e-05,0.92,0,heart_disease,baseline_linear
True,0.6019311237735876,11.00772449509435,0.0013009655618867937,0.92,0,heart_disease,baseline_linear
False,0.6461782269174472,0.5,8.750002598389983e-05,0.92,1,heart_disease,baseline_linear
True,0.5106664513407442,10.642665805362977,0.001255333225670372,0.92,1,heart_disease,baseline_linear
False,0.6997754369169807,0.5,8.9599983766675e-05,0.92,1,heart_disease,baseline_linear
True,0.5172760076975597,10.669104030790239,0.0012586380038487799,0.92,0,heart_disease,baseline_linear
False,0.46219039549162955,0.5,9.370001498609781e-05,0.92,0,heart_disease,baseline_linear
False,0.5844203736277979,0.5,9.06999921426177e-05,0.92,1,heart_disease,baseline_linear
True,0.5021933699778222,10.608773479911287,0.0012510966849889112,0.92,0,heart_disease,baseline_linear
True,0.5044589299551498,10.617835719820599,0.001252229464977575,0.92,0,heart_disease,baseline_linear
False,0.5955738622699983,0.5,0.00021950004156678915,0.92,1,heart_disease,baseline_linear
True,0.6028714412288931,11.011485764915573,0.0013014357206144465,0.92,1,heart_disease,baseline_linear
True,0.7070464640915433,11.428185856366175,0.0013535232320457716,0.92,1,heart_disease,baseline_linear
False,0.7388008775414346,0.5,0.00018779997481033206,0.92,1,heart_disease,baseline_linear
True,0.6758411963711929,11.303364785484773,0.0013379205981855964,0.92,1,heart_disease,baseline_linear
True,0.7083882231934279,11.433552892773712,0.001354194111596714,0.92,1,heart_disease,baseline_linear
True,0.706552805325261,11.426211221301045,0.0013532764026626305,0.92,1,heart_disease,baseline_linear
True,0.43938608508762633,10.357544340350506,0.0012196930425438133,0.92,0,heart_disease,baseline_linear
False,0.658319173267681,0.5,9.180000051856041e-05,0.92,1,heart_disease,baseline_linear
False,0.5196131970928397,0.5,8.860003435984254e-05,0.92,0,heart_disease,baseline_linear
True,0.7740257796812305,11.696103118724922,0.0013870128898406154,0.92,1,heart_disease,baseline_linear
True,0.38069124101492796,10.122764964059712,0.0011903456205074642,0.92,0,heart_disease,baseline_linear
False,0.7960118400919154,0.5,8.399999933317304e-05,0.92,1,heart_disease,baseline_linear
False,0.6317199293845133,0.5,8.289999095723033e-05,0.92,1,heart_disease,baseline_linear
True,0.6543097602501248,11.217239041000498,0.0013271548801250623,0.92,1,heart_disease,baseline_linear
False,0.5172776848827852,0.5,8.239998714998364e-05,0.92,1,heart_disease,baseline_linear
False,0.29276659220685325,0.5,8.520000847056508e-05,0.92,0,heart_disease,baseline_linear
True,0.49906879173865104,10.596275166954603,0.0012495343958693254,0.92,0,heart_disease,baseline_linear
False,0.5354052942758335,0.5,8.359999628737569e-05,0.92,0,heart_disease,baseline_linear
True,0.639068817692883,11.156275270771532,0.0013195344088464415,0.92,1,heart_disease,baseline_linear
True,0.4011396662237073,10.20455866489483,0.0012005698331118537,0.92,0,heart_disease,baseline_linear
False,0.4389568864702149,0.5,8.729996625334024e-05,0.92,0,heart_disease,baseline_linear
False,0.5453147642817286,0.5,8.66000191308558e-05,0.92,0,heart_disease,baseline_linear
False,0.7517089404634926,0.5,8.320005144923925e-05,0.92,1,heart_disease,baseline_linear
False,0.5321352407020572,0.5,8.349999552592635e-05,0.92,0,heart_disease,baseline_linear
True,0.4654395163676466,10.461758065470587,0.0012327197581838232,0.92,0,heart_disease,baseline_linear
True,0.6372221825012216,11.148888730004888,0.001318611091250611,0.92,1,heart_disease,baseline_linear
False,0.4602346252244628,0.5,8.3099992480129e-05,0.92,0,heart_disease,baseline_linear
False,0.6321077811074783,0.5,8.3099992480129e-05,0.92,1,heart_disease,baseline_linear
False,0.5081168137931584,0.5,8.290004916489124e-05,0.92,0,heart_disease,baseline_linear
True,0.5160360541823504,10.664144216729403,0.0012580180270911753,0.92,0,heart_disease,baseline_linear
False,0.48037002768881254,0.5,8.379999781027436e-05,0.92,0,heart_disease,baseline_linear
True,0.5456876693198074,10.78275067727923,0.0012728438346599038,0.92,0,heart_disease,baseline_linear
True,0.6507041147557991,11.202816459023197,0.0013253520573778997,0.92,1,heart_disease,baseline_linear
False,0.4963475512212943,0.5,8.58000130392611e-05,0.92,0,heart_disease,baseline_linear
False,0.6914639968174529,0.5,8.680002065375447e-05,0.92,1,heart_disease,baseline_linear
True,0.438563837878595,10.35425535151438,0.0012192819189392977,0.92,0,heart_disease,baseline_linear
False,0.6368165796152141,0.5,8.549995254725218e-05,0.92,1,heart_disease,baseline_linear
False,0.4907519323026031,0.5,8.359999628737569e-05,0.92,0,heart_disease,baseline_linear
False,0.4674330544210774,0.5,8.249998791143298e-05,0.92,0,heart_disease,baseline_linear
False,0.38377598804449553,0.5,8.410000009462237e-05,0.92,0,heart_disease,baseline_linear
True,0.5409216069279454,10.763686427711782,0.0012704608034639726,0.92,0,heart_disease,baseline_linear
False,0.6768164537356911,0.5,0.00010720000136643648,0.92,1,heart_disease,baseline_linear
False,0.555615486153325,0.5,8.349999552592635e-05,0.92,0,heart_disease,baseline_linear
False,0.6873092067701077,0.5,8.379999781027436e-05,0.92,1,heart_disease,baseline_linear
True,0.5488352759908973,10.795341103963588,0.0012744176379954487,0.92,1,heart_disease,baseline_linear
False,0.679468106354461,0.5,8.630001684650779e-05,0.92,1,heart_disease,baseline_linear
False,0.41492011911284343,0.5,8.440000237897038e-05,0.92,0,heart_disease,baseline_linear
False,0.3934201459437513,0.5,8.289999095723033e-05,0.92,0,heart_disease,baseline_linear
False,0.4427883867702203,0.5,8.19999841041863e-05,0.92,0,heart_disease,baseline_linear
True,0.7214242730524676,11.485697092209872,0.001360712136526234,0.92,1,heart_disease,baseline_linear
True,0.38364168595728937,10.134566743829158,0.0011918208429786447,0.92,0,heart_disease,baseline_linear
False,0.7066573410523351,0.5,8.219998562708497e-05,0.92,1,heart_disease,baseline_linear
True,0.4811800812224156,10.524720324889662,0.001240590040611208,0.92,1,heart_disease,baseline_linear
False,0.6239496466621404,0.5,8.399999933317304e-05,0.92,1,heart_disease,baseline_linear
False,0.5752793530717677,0.5,8.28000484034419e-05,0.92,1,heart_disease,baseline_linear
False,0.4230367359107655,0.5,8.47000046633184e-05,0.92,0,heart_disease,baseline_linear
False,0.6425827090787839,0.5,8.249998791143298e-05,0.92,1,heart_disease,baseline_linear
False,0.5894716588339577,0.5,8.560001151636243e-05,0.92,0,heart_disease,baseline_linear
False,0.7053733291877338,0.5,8.60999571159482e-05,0.92,1,heart_disease,baseline_linear
True,0.5524821810095992,10.809928724038397,0.0012762410905047996,0.92,0,heart_disease,baseline_linear
False,0.42512597067745,0.5,8.540000999346375e-05,0.92,0,heart_disease,baseline_linear
True,0.6700940111897744,11.280376044759098,0.0013350470055948872,0.92,1,heart_disease,baseline_linear
True,0.5594330516384185,10.837732206553676,0.001279716525819209,0.92,1,heart_disease,baseline_linear
True,0.5059675019875978,10.623870007950392,0.0012529837509937989,0.92,0,heart_disease,baseline_linear
False,0.6611173907963646,0.5,8.909997995942831e-05,0.92,1,heart_disease,baseline_linear
False,0.7799718389502092,0.5,8.440000237897038e-05,0.92,1,heart_disease,baseline_linear
True,0.7354391371739821,11.541756548695929,0.001367719568586991,0.92,1,heart_disease,baseline_linear
False,0.5751774117741866,0.5,8.480000542476773e-05,0.92,0,heart_disease,baseline_linear
False,0.6112073882585464,0.5,8.469994645565748e-05,0.92,0,heart_disease,baseline_linear
True,0.3655314146587635,10.062125658635054,0.0011827657073293818,0.92,0,heart_disease,baseline_linear
False,0.6342036652324179,0.5,8.349999552592635e-05,0.92,1,heart_disease,baseline_linear
False,0.5576525247082129,0.5,8.430000161752105e-05,0.92,0,heart_disease,baseline_linear
False,0.6579610856438187,0.5,8.430000161752105e-05,0.92,1,heart_disease,baseline_linear
True,0.5981409812255385,10.992563924902154,0.0012990704906127692,0.92,1,heart_disease,baseline_linear
True,0.7986091079610284,11.794436431844113,0.0013993045539805143,0.92,1,heart_disease,baseline_linear
False,0.637902153802767,0.5,9.019998833537102e-05,0.92,1,heart_disease,baseline_linear
True,0.4770992454570674,10.50839698182827,0.0012385496227285337,0.92,0,heart_disease,baseline_linear
True,0.6437570512578862,11.175028205031545,0.0013218785256289432,0.92,1,heart_disease,baseline_linear
True,0.7258427433249416,11.503370973299766,0.0013629213716624708,0.92,1,heart_disease,baseline_linear
False,0.5722671151493594,0.5,8.189998334273696e-05,0.92,0,heart_disease,baseline_linear
True,0.5546563870736437,10.818625548294575,0.0012773281935368219,0.92,1,heart_disease,baseline_linear
True,0.7844961519355539,11.737984607742215,0.001392248075967777,0.92,1,heart_disease,baseline_linear
False,0.6136783734397719,0.5,8.68999632075429e-05,0.92,1,heart_disease,baseline_linear
False,0.6205423610431021,0.5,8.11999780125916e-05,0.92,1,heart_disease,baseline_linear
False,0.47035903374941723,0.5,8.109997725114226e-05,0.92,0,heart_disease,baseline_linear
True,0.37774629741068844,10.110985189642754,0.001188873148705344,0.92,0,heart_disease,baseline_linear
False,0.5046590820692181,0.5,8.319999324157834e-05,0.92,0,heart_disease,baseline_linear
False,0.7612173490531053,0.5,9.529996896162629e-05,0.92,1,heart_disease,baseline_linear
True,0.5647932207832752,10.8591728831331,0.0012823966103916375,0.92,1,heart_disease,baseline_linear
False,0.5283961995069623,0.5,8.149998029693961e-05,0.92,1,heart_disease,baseline_linear
True,0.5794700899537528,10.917880359815012,0.0012897350449768764,0.92,0,heart_disease,baseline_linear
False,0.6654469077518412,0.5,8.480000542476773e-05,0.92,1,heart_disease,baseline_linear
True,0.5363379694392872,10.74535187775715,0.0012681689847196436,0.92,0,heart_disease,baseline_linear
False,0.679818789266951,0.5,9.36999567784369e-05,0.92,1,heart_disease,baseline_linear
False,0.6020789825411618,0.5,8.420000085607171e-05,0.92,1,heart_disease,baseline_linear
True,0.6217936084374791,11.087174433749917,0.0013108968042187398,0.92,1,heart_disease,baseline_linear
True,0.748439695607639,11.593758782430555,0.0013742198478038194,0.92,1,heart_disease,baseline_linear
True,0.7235274308066861,11.494109723226746,0.0013617637154033431,0.92,1,heart_disease,baseline_linear
False,0.6938710797581719,0.5,8.240004535764456e-05,0.92,1,heart_disease,baseline_linear
False,0.5795174823475474,0.5,9.300000965595245e-05,0.92,0,heart_disease,baseline_linear
False,0.5393714342654351,0.5,8.369999704882503e-05,0.92,0,heart_disease,baseline_linear
True,0.438146013186255,10.35258405274502,0.0012190730065931275,0.92,0,heart_disease,baseline_linear
False,0.5177339316804611,0.5,8.17000400274992e-05,0.92,0,heart_disease,baseline_linear
False,0.41705961780574435,0.5,8.160003926604986e-05,0.92,0,heart_disease,baseline_linear
True,0.6728130547744305,11.291252219097721,0.0013364065273872153,0.92,1,heart_disease,baseline_linear
True,0.577011314760789,10.908045259043156,0.0012885056573803946,0.92,0,heart_disease,baseline_linear
False,0.7252195263987403,0.5,8.420000085607171e-05,0.92,1,heart_disease,baseline_linear
True,0.6999576465394262,11.399830586157705,0.001349978823269713,0.92,0,heart_disease,baseline_linear
True,0.5284367159326817,10.713746863730728,0.001264218357966341,0.92,0,heart_disease,baseline_linear
False,0.8238604743097002,0.5,8.189998334273696e-05,0.92,1,heart_disease,baseline_linear
False,0.49531838228971303,0.5,8.110003545880318e-05,0.92,0,heart_disease,baseline_linear
True,0.6646883723102371,11.258753489240949,0.0013323441861551187,0.92,1,heart_disease,baseline_linear
False,0.517177534100108,0.5,9.699998190626502e-05,0.92,0,heart_disease,baseline_linear
False,0.5080727862585512,0.5,8.349999552592635e-05,0.92,1,heart_disease,baseline_linear
False,0.6799080518490335,0.5,8.379999781027436e-05,0.92,1,heart_disease,baseline_linear
False,0.8053857229132896,0.5,8.399999933317304e-05,0.92,1,heart_disease,baseline_linear
True,0.5706018617213241,10.882407446885297,0.001285300930860662,0.92,1,heart_disease,baseline_linear
True,0.56018239330927,10.840729573237082,0.001280091196654635,0.92,0,heart_disease,baseline_linear
True,0.6347798569992618,11.139119427997047,0.0013173899284996309,0.92,1,heart_disease,baseline_linear
False,0.463936472874712,0.5,8.490000618621707e-05,0.92,0,heart_disease,baseline_linear
True,0.6289898802783623,11.11595952111345,0.0013144949401391812,0.92,1,heart_disease,baseline_linear
True,0.7232811104342601,11.49312444173704,0.00136164055521713,0.92,1,heart_disease,baseline_linear
False,0.5549232530543231,0.5,8.28000484034419e-05,0.92,1,heart_disease,baseline_linear
False,0.4428061881190882,0.5,9.790004696696997e-05,0.92,0,heart_disease,baseline_linear
False,0.7762065483037625,0.5,8.460000390186906e-05,0.92,1,heart_disease,baseline_linear
True,0.6332259921749093,11.132903968699638,0.0013166129960874547,0.92,1,heart_disease,baseline_linear
True,0.5399731299151074,10.75989251966043,0.0012699865649575537,0.92,1,heart_disease,baseline_linear
True,0.7837949830828429,11.735179932331372,0.0013918974915414215,0.92,1,heart_disease,baseline_linear
False,0.41032027615809447,0.5,8.299999171867967e-05,0.92,0,heart_disease,baseline_linear
False,0.7123562506588491,0.5,9.519996820017695e-05,0.92,1,heart_disease,baseline_linear
True,0.6898127726797127,11.359251090718852,0.0013449063863398565,0.92,1,heart_disease,baseline_linear
False,0.38692427414301633,0.5,8.430000161752105e-05,0.92,0,heart_disease,baseline_linear
False,0.5769934781149519,0.5,8.159998105838895e-05,0.92,1,heart_disease,baseline_linear
True,0.8146479982371562,11.858591992948625,0.001407323999118578,0.92,1,heart_disease,baseline_linear
True,0.6498164914233201,11.19926596569328,0.00132490824571166,0.92,1,heart_disease,baseline_linear
False,0.5603698150477898,0.5,9.04000480659306e-05,0.92,0,heart_disease,baseline_linear
False,0.7089157620664672,0.5,9.360001422464848e-05,0.92,1,heart_disease,baseline_linear
True,0.3393942270550339,9.957576908220137,0.001169697113527517,0.92,0,heart_disease,baseline_linear
True,0.6088551291582454,11.035420516632982,0.0013044275645791225,0.92,1,heart_disease,baseline_linear
True,0.7504539140677089,11.601815656270837,0.0013752269570338545,0.92,1,heart_disease,baseline_linear
True,0.4511133017428931,10.404453206971572,0.0012255566508714466,0.92,0,heart_disease,baseline_linear
True,0.4405616989510929,10.362246795804372,0.0012202808494755463,0.92,0,heart_disease,baseline_linear
True,0.34189030527936903,9.967561221117476,0.0011709451526396846,0.92,0,heart_disease,baseline_linear
False,0.40778984324081546,0.5,8.420000085607171e-05,0.92,0,heart_disease,baseline_linear
False,0.46039767864868264,0.5,8.140003774315119e-05,0.92,0,heart_disease,baseline_linear
True,0.6314748704417842,11.125899481767137,0.001315737435220892,0.92,1,heart_disease,baseline_linear
True,0.6939968096435183,11.375987238574075,0.001346998404821759,0.92,1,heart_disease,baseline_linear
True,0.40692804926870674,10.227712197074826,0.0012034640246343534,0.92,0,heart_disease,baseline_linear
False,0.6859903140802933,0.5,9.529996896162629e-05,0.92,1,heart_disease,baseline_linear
False,0.30689029481400015,0.5,8.319999324157834e-05,0.92,0,heart_disease,baseline_linear
False,0.4785084574131735,0.5,8.3099992480129e-05,0.92,0,heart_disease,baseline_linear
False,0.43765548835049206,0.5,8.3099992480129e-05,0.92,0,heart_disease,baseline_linear
False,0.6151204658237299,0.5,8.540000999346375e-05,0.92,1,heart_disease,baseline_linear
True,0.5798323067716121,10.919329227086449,0.0012899161533858061,0.92,1,heart_disease,baseline_linear
True,0.6430035174377169,11.172014069750867,0.0013215017587188585,0.92,1,heart_disease,baseline_linear
False,0.5115743075779517,0.5,8.430000161752105e-05,0.92,0,heart_disease,baseline_linear
True,0.6154571249799313,11.061828499919725,0.0013077285624899658,0.92,1,heart_disease,baseline_linear
True,0.6541054626282797,11.21642185051312,0.00132705273131414,0.92,1,heart_disease,baseline_linear
True,0.48782351592266116,10.551294063690646,0.0012439117579613305,0.92,0,heart_disease,baseline_linear
True,0.47352079404100755,10.49408317616403,0.0012367603970205039,0.92,0,heart_disease,baseline_linear
True,0.5183548913711215,10.673419565484487,0.0012591774456855607,0.92,0,heart_disease,baseline_linear
False,0.525941538739061,0.5,8.159998105838895e-05,0.92,0,heart_disease,baseline_linear
False,0.5777215328015022,0.5,8.159998105838895e-05,0.92,1,heart_disease,baseline_linear
False,0.4811961019946246,0.5,8.239998714998364e-05,0.92,0,heart_disease,baseline_linear
True,0.5053113088946889,10.621245235578755,0.0012526556544473445,0.92,0,heart_disease,baseline_linear
True,0.65082028847482,11.20328115389928,0.00132541014423741,0.92,1,heart_disease,baseline_linear
True,0.4259535444638599,10.30381417785544,0.00121297677223193,0.92,0,heart_disease,baseline_linear
True,0.5201555780141356,10.680622312056544,0.0012600777890070679,0.92,0,heart_disease,baseline_linear
True,0.5945402080351572,10.97816083214063,0.0012972701040175787,0.92,1,heart_disease,baseline_linear
True,0.7742955748935684,11.697182299574273,0.0013871477874467842,0.92,1,heart_disease,baseline_linear
True,0.6017032283321163,11.006812913328465,0.0013008516141660583,0.92,0,heart_disease,baseline_linear
False,0.7660210163079306,0.5,8.910003816708922e-05,0.92,1,heart_disease,baseline_linear
True,0.5936002818344762,10.974401127337904,0.001296800140917238,0.92,0,heart_disease,baseline_linear
True,0.5623351193399715,10.849340477359886,0.0012811675596699859,0.92,0,heart_disease,baseline_linear
True,0.6320915804437781,11.128366321775113,0.0013160457902218893,0.92,1,heart_disease,baseline_linear
True,0.3922956914367537,10.169182765747015,0.001196147845718377,0.92,0,heart_disease,baseline_linear
True,0.5214314703332548,10.68572588133302,0.0012607157351666274,0.92,0,heart_disease,baseline_linear
False,0.3612005905414258,0.5,9.739998495206237e-05,0.92,0,heart_disease,baseline_linear
True,0.5171757021836572,10.668702808734627,0.0012585878510918286,0.92,0,heart_disease,baseline_linear
True,0.6855727059615054,11.342290823846021,0.0013427863529807526,0.92,1,heart_disease,baseline_linear
False,0.3947238951176824,0.5,8.369999704882503e-05,0.92,0,heart_disease,baseline_linear
False,0.47328604040561145,0.5,8.249998791143298e-05,0.92,0,heart_disease,baseline_linear
False,0.3856064907749358,0.5,8.480000542476773e-05,0.92,0,heart_disease,baseline_linear
False,0.6726294254027053,0.5,8.659996092319489e-05,0.92,1,heart_disease,baseline_linear
False,0.6390918332856934,0.5,8.460000390186906e-05,0.92,1,heart_disease,baseline_linear
True,0.49790314346029874,10.591612573841195,0.0012489515717301494,0.92,0,heart_disease,baseline_linear
False,0.6075433758092184,0.5,8.289999095723033e-05,0.92,1,heart_disease,baseline_linear
